rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
3,21848686,ompgpu1,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.037,167,9.459831e-09,49.996477,47.609051,2.387427,95.2,95.18,49.994761,0.00,3,1,N/A,40.0110,ok
3,21848686,ompgpu2,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.881,167,9.465177e-09,26.930429,25.395407,1.535021,94.3,178.43,26.923285,0.03,3,2,0.000000,17.5020,ok
3,21848686,ompgpu2halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.885,167,9.465177e-09,25.437715,23.871470,1.566244,93.8,189.82,25.431876,0.02,3,2,0.000000,16.7320,ok
3,21848686,ompgpu4,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.568,167,9.379220e-09,17.937490,16.925915,1.011575,94.4,267.71,17.934009,0.02,3,4,0.000000,13.3810,ok
3,21848686,ompgpu4halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.580,167,9.379220e-09,12.547157,11.514156,1.033001,91.8,393.54,12.514077,0.26,3,4,0.000000,10.6780,ok
3,21848686,ompgpu1,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,10.084,167,9.890726e-09,101.011986,96.536559,4.475427,95.6,93.97,101.001114,0.01,3,1,N/A,58.3360,ok
3,21848686,ompgpu2,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.771,168,9.114724e-09,55.210857,52.466956,2.743900,95.0,172.90,55.204879,0.01,3,2,0.000000,36.0250,ok
3,21848686,ompgpu2halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.777,168,9.114724e-09,52.686296,48.460445,4.225851,92.0,187.20,50.453750,4.42,3,2,0.000000,34.8210,ok
3,21848686,ompgpu4,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.145,168,9.248915e-09,36.174455,34.579076,1.595379,95.6,262.35,36.171286,0.01,3,4,0.000000,26.9930,ok
3,21848686,ompgpu4halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.164,168,9.248915e-09,25.262435,23.631697,1.630738,93.5,383.88,25.255687,0.03,3,4,0.000000,21.7200,ok
3,21848686,ompgpu1,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,20.183,169,9.106102e-09,205.528918,196.548330,8.980588,95.6,92.39,205.288420,0.12,3,1,N/A,119.6800,ok
3,21848686,ompgpu2,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.557,169,9.128358e-09,115.931931,108.364157,7.567774,93.5,167.57,113.258715,2.36,3,2,0.000000,75.1690,ok
3,21848686,ompgpu2halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.567,169,9.128358e-09,103.363368,97.866238,5.497130,94.7,185.55,103.356792,0.01,3,2,0.000000,68.6690,ok
3,21848686,ompgpu4,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.305,169,9.109535e-09,73.640179,70.765653,2.874526,96.1,256.61,73.637539,0.00,3,4,0.000000,54.9390,ok
3,21848686,ompgpu4halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.335,169,9.109535e-09,52.154770,48.934161,3.220609,93.8,371.09,51.583365,1.11,3,4,0.000000,44.2840,ok
