rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
1,45573434,ompgpu1,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.037,167,9.465968e-09,5.310013,3.546356,1.763658,66.8,1277.73,5.308334,0.03,3,1,N/A,25.5140,ok
1,45573434,ompgpu2,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.881,167,9.441634e-09,3.658528,2.567255,1.091273,70.2,1765.03,3.653121,0.15,3,2,0.000000,26.6680,ok
1,45573434,ompgpu2halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.885,167,9.441634e-09,3.000161,1.939597,1.060564,64.6,2336.20,2.998749,0.05,3,2,0.000000,25.9000,ok
1,45573434,ompgpu4,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.568,167,9.466829e-09,3.139659,2.439050,0.700608,77.7,1857.80,3.136696,0.09,3,4,0.000000,27.7580,ok
1,45573434,ompgpu4halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.580,167,9.466829e-09,1.817246,1.106679,0.710567,60.9,4094.48,1.814745,0.14,3,4,0.000000,27.2320,ok
1,45573434,ompgpu1,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,10.084,168,9.109153e-09,10.474054,7.206501,3.267553,68.8,1258.82,10.473575,0.00,3,1,N/A,50.3970,ok
1,45573434,ompgpu2,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.771,168,9.111817e-09,6.777957,4.957108,1.820849,73.1,1830.04,6.775307,0.04,3,2,0.000000,50.8530,ok
1,45573434,ompgpu2halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.777,168,9.111817e-09,5.545982,3.710896,1.835085,66.9,2444.61,5.541916,0.07,3,2,0.000000,50.2130,ok
1,45573434,ompgpu4,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.145,168,9.221060e-09,5.772167,4.664834,1.107333,80.8,1944.70,5.738453,0.59,3,4,0.000000,51.9900,ok
1,45573434,ompgpu4halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.164,168,9.221060e-09,3.165652,2.017175,1.148477,63.7,4497.23,3.154376,0.36,3,4,0.000000,50.9500,ok
1,45573434,ompgpu1,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,20.183,169,9.113259e-09,21.834580,15.521868,6.312712,71.1,1169.89,21.827921,0.03,3,1,N/A,101.2200,ok
1,45573434,ompgpu2,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.557,169,9.109788e-09,13.444406,10.068312,3.376094,74.9,1803.57,13.442400,0.01,3,2,0.000000,99.8110,ok
1,45573434,ompgpu2halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.567,169,9.109788e-09,10.939198,7.532192,3.407006,68.9,2410.84,10.934185,0.05,3,2,0.000000,99.9950,ok
1,45573434,ompgpu4,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.305,169,9.107206e-09,10.994282,9.131325,1.862958,83.1,1988.64,10.884877,1.01,3,4,0.000000,100.6330,ok
1,45573434,ompgpu4halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.335,169,9.107206e-09,5.869509,3.896884,1.972625,66.4,4659.85,5.863631,0.10,3,4,0.000000,98.8600,ok
1,45573434,ompgpu1,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,30.286,168,9.428082e-09,33.370242,24.027398,9.342844,72.0,1134.10,33.352624,0.05,3,1,N/A,151.4370,ok
1,45573434,ompgpu2,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.347,168,9.445175e-09,20.622084,15.663373,4.958710,76.0,1739.69,20.619431,0.01,3,2,0.000000,148.9320,ok
1,45573434,ompgpu2halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.360,168,9.445175e-09,16.868106,11.856602,5.011505,70.3,2298.25,16.862812,0.03,3,2,0.000000,148.4670,ok
1,45573434,ompgpu4,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.468,168,9.443239e-09,16.184310,13.466286,2.718024,83.2,2023.53,16.066820,0.73,3,4,0.000000,148.8770,ok
1,45573434,ompgpu4halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.508,168,9.443239e-09,8.496604,5.734370,2.762234,67.5,4751.95,8.485610,0.13,3,4,0.000000,146.2920,ok
1,45573434,ompgpu1,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,40.392,171,9.281167e-09,45.054155,32.705222,12.348933,72.6,1111.24,45.047215,0.02,3,1,N/A,202.6800,ok
1,45573434,ompgpu2,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.139,171,9.281303e-09,27.645054,21.112704,6.532349,76.4,1721.39,27.639807,0.02,3,2,0.000000,198.8970,ok
1,45573434,ompgpu2halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.156,171,9.281303e-09,22.641610,16.055914,6.585696,70.9,2263.54,22.639439,0.01,3,2,0.000000,197.9530,ok
1,45573434,ompgpu4,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.635,171,9.283086e-09,21.628224,18.101984,3.526241,83.7,2007.69,21.575655,0.24,3,4,0.000000,197.7170,ok
1,45573434,ompgpu4halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.683,171,9.283086e-09,11.215294,7.744597,3.470697,69.1,4692.72,11.185501,0.27,3,4,0.000000,194.2290,ok
1,45573434,ompgpu1,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,50.498,169,9.799420e-09,56.811555,41.445116,15.366439,73.0,1096.33,56.804100,0.01,3,1,N/A,253.3850,ok
1,45573434,ompgpu2,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.933,169,9.801686e-09,34.781933,26.671203,8.110730,76.7,1703.62,34.777416,0.01,3,2,0.000000,248.5270,ok
1,45573434,ompgpu2halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.952,169,9.801686e-09,28.517368,20.331906,8.185462,71.3,2234.79,28.494466,0.08,3,2,0.000000,247.2420,ok
1,45573434,ompgpu4,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.802,169,9.799309e-09,27.122998,22.837513,4.285485,84.2,1989.60,27.017492,0.39,3,4,0.000000,246.5030,ok
1,45573434,ompgpu4halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.858,169,9.799309e-09,14.104046,9.846450,4.257596,69.8,4614.62,14.065734,0.27,3,4,0.000000,242.2430,ok
