rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
4,535293,ompgpu1,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.037,167,9.523017e-09,9.038846,7.061472,1.977373,78.1,641.69,9.037520,0.01,3,1,N/A,26.7770,ok
4,535293,ompgpu2,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.881,167,9.461833e-09,7.300436,6.471273,0.829162,88.6,700.21,7.291812,0.12,3,2,0.000000,25.4600,ok
4,535293,ompgpu2halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.885,167,9.461833e-09,4.565905,3.726534,0.839371,81.6,1215.95,4.554752,0.24,3,2,0.000000,24.3450,ok
4,535293,ompgpu4,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.568,167,9.321406e-09,7.193385,6.742386,0.450999,93.7,672.06,7.116000,1.09,3,4,0.000000,26.5320,ok
4,535293,ompgpu4halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.580,167,9.321406e-09,2.472455,2.029198,0.443257,82.1,2233.04,2.454039,0.75,3,4,0.000000,24.3520,ok
4,535293,ompgpu1,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,10.084,168,9.168173e-09,18.263250,14.113468,4.149782,77.3,642.77,18.261659,0.01,3,1,N/A,50.7800,ok
4,535293,ompgpu2,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.771,168,9.234216e-09,14.808814,12.811599,1.997214,86.5,708.09,14.807450,0.01,3,2,0.000000,51.9500,ok
4,535293,ompgpu2halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.777,168,9.234216e-09,9.363644,7.370807,1.992837,78.7,1230.76,9.360272,0.04,3,2,0.000000,47.9200,ok
4,535293,ompgpu4,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.145,168,9.202141e-09,14.175210,13.176418,0.998792,93.0,688.48,14.172097,0.02,3,4,0.000000,51.6830,ok
4,535293,ompgpu4halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.164,168,9.202141e-09,4.768419,3.870310,0.898109,81.2,2343.92,4.744250,0.51,3,4,0.000000,46.1280,ok
4,535293,ompgpu1,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,20.183,169,9.110785e-09,36.599851,28.214726,8.385125,77.1,643.60,36.597302,0.01,3,1,N/A,102.0710,ok
4,535293,ompgpu2,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.557,169,9.106152e-09,29.584762,25.348544,4.236218,85.7,716.37,29.584021,0.00,3,2,0.000000,101.4790,ok
4,535293,ompgpu2halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.567,169,9.106152e-09,18.758427,14.562898,4.195529,77.6,1246.93,18.757026,0.01,3,2,0.000000,96.0660,ok
4,535293,ompgpu4,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.305,169,9.106273e-09,27.797573,25.712153,2.085420,92.5,706.24,27.785291,0.04,3,4,0.000000,100.8740,ok
4,535293,ompgpu4halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.335,169,9.106273e-09,9.625043,7.550261,2.074782,78.4,2405.07,9.610812,0.15,3,4,0.000000,92.2420,ok
4,535293,ompgpu1,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,30.286,168,9.430788e-09,54.651859,42.368716,12.283143,77.5,643.15,54.646077,0.01,3,1,N/A,152.6500,ok
4,535293,ompgpu2,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.347,168,9.438131e-09,44.217065,37.881137,6.335927,85.7,719.34,44.216522,0.00,3,2,0.000000,152.2120,ok
4,535293,ompgpu2halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.360,168,9.438131e-09,28.117229,21.776479,6.340750,77.4,1251.33,28.114241,0.01,3,2,0.000000,143.3700,ok
4,535293,ompgpu4,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.468,168,9.435345e-09,41.587958,38.410742,3.177216,92.4,709.42,41.585109,0.01,3,4,0.000000,149.9590,ok
4,535293,ompgpu4halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.508,168,9.435345e-09,14.439368,11.232405,3.206963,77.8,2425.97,14.429317,0.07,3,4,0.000000,137.6690,ok
4,535293,ompgpu1,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,40.392,171,9.280189e-09,73.332560,56.615907,16.716653,77.2,641.93,73.330207,0.00,3,1,N/A,205.4620,ok
4,535293,ompgpu2,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.139,171,9.281606e-09,58.932050,50.500642,8.431408,85.7,719.66,58.930668,0.00,3,2,0.000000,203.3030,ok
4,535293,ompgpu2halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.156,171,9.281606e-09,37.443855,29.009750,8.434104,77.5,1252.79,37.441105,0.01,3,2,0.000000,192.1200,ok
4,535293,ompgpu4,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.635,171,9.283165e-09,55.195719,50.967819,4.227900,92.3,713.06,55.189320,0.01,3,4,0.000000,199.3820,ok
4,535293,ompgpu4halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.683,171,9.283165e-09,19.143832,14.934941,4.208892,78.0,2433.44,19.126320,0.09,3,4,0.000000,182.6380,ok
4,535293,ompgpu1,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,50.498,169,9.800891e-09,91.648478,70.829450,20.819027,77.3,641.51,91.643337,0.01,3,1,N/A,256.4790,ok
4,535293,ompgpu2,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.933,169,9.810724e-09,73.617347,63.047836,10.569511,85.6,720.68,73.614784,0.00,3,2,0.000000,254.1420,ok
4,535293,ompgpu2halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.952,169,9.810724e-09,47.138860,36.582312,10.556548,77.6,1242.06,46.771755,0.78,3,2,0.000000,240.1980,ok
4,535293,ompgpu4,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.802,169,9.802851e-09,68.804507,63.489417,5.315090,92.3,715.67,68.801493,0.00,3,4,0.000000,250.6080,ok
4,535293,ompgpu4halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.858,169,9.802851e-09,23.898694,18.567727,5.330968,77.7,2447.13,23.894161,0.02,3,4,0.000000,230.3760,ok
