rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
6,535295,ompgpu1,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.037,167,9.523017e-09,8.987830,7.043288,1.944541,78.4,643.35,8.985904,0.02,3,1,N/A,28.2580,ok
6,535295,ompgpu2,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.881,167,9.461833e-09,7.279411,6.458152,0.821259,88.7,701.64,7.277829,0.02,3,2,0.000000,26.6400,ok
6,535295,ompgpu2halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.885,167,9.461833e-09,4.558287,3.713502,0.844785,81.5,1220.22,4.544888,0.29,3,2,0.000000,24.9950,ok
6,535295,ompgpu4,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.568,167,9.321406e-09,7.214293,6.756707,0.457585,93.7,670.63,7.150499,0.89,3,4,0.000000,25.6010,ok
6,535295,ompgpu4halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.580,167,9.321406e-09,2.469054,2.023776,0.445278,82.0,2239.02,2.466112,0.12,3,4,0.000000,23.5370,ok
6,535295,ompgpu1,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,10.084,168,9.168173e-09,18.217289,14.052363,4.164926,77.1,645.56,18.215813,0.01,3,1,N/A,52.5120,ok
6,535295,ompgpu2,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.771,168,9.234216e-09,14.794868,12.774269,2.020599,86.3,710.15,14.793546,0.01,3,2,0.000000,50.5400,ok
6,535295,ompgpu2halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.777,168,9.234216e-09,9.393818,7.354356,2.039462,78.3,1233.51,9.378954,0.16,3,2,0.000000,48.5240,ok
6,535295,ompgpu4,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.145,168,9.202141e-09,14.160097,13.164221,0.995877,93.0,689.12,14.154972,0.04,3,4,0.000000,50.6170,ok
6,535295,ompgpu4halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.164,168,9.202141e-09,4.755253,3.874445,0.880807,81.5,2341.42,4.752533,0.06,3,4,0.000000,45.9380,ok
6,535295,ompgpu1,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,20.183,169,9.110785e-09,36.488645,28.099770,8.388874,77.0,646.23,36.484401,0.01,3,1,N/A,102.1720,ok
6,535295,ompgpu2,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.557,169,9.106152e-09,29.460269,25.297227,4.163042,85.9,717.82,29.459815,0.00,3,2,0.000000,101.2500,ok
6,535295,ompgpu2halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.567,169,9.106152e-09,18.726255,14.513359,4.212896,77.5,1251.18,18.723092,0.02,3,2,0.000000,96.0880,ok
6,535295,ompgpu4,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.305,169,9.106273e-09,27.666034,25.595469,2.070565,92.5,709.46,27.644130,0.08,3,4,0.000000,99.9840,ok
6,535295,ompgpu4halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.335,169,9.106273e-09,9.636395,7.584596,2.051800,78.7,2394.18,9.631981,0.05,3,4,0.000000,91.6830,ok
6,535295,ompgpu1,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,30.286,168,9.430788e-09,54.533912,42.175190,12.358722,77.3,646.10,54.530490,0.01,3,1,N/A,152.9710,ok
6,535295,ompgpu2,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.347,168,9.438131e-09,44.130970,37.839079,6.291891,85.7,720.14,44.124087,0.02,3,2,0.000000,151.4990,ok
6,535295,ompgpu2halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.360,168,9.438131e-09,28.097084,21.702408,6.394677,77.2,1255.60,28.085836,0.04,3,2,0.000000,143.9250,ok
6,535295,ompgpu4,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.468,168,9.435345e-09,41.394683,38.210331,3.184352,92.3,713.14,41.382855,0.03,3,4,0.000000,149.2560,ok
6,535295,ompgpu4halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.508,168,9.435345e-09,14.467803,11.291622,3.176181,78.0,2413.25,14.459287,0.06,3,4,0.000000,137.0650,ok
6,535295,ompgpu1,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,40.392,171,9.280189e-09,73.025237,56.322170,16.703067,77.1,645.27,73.022194,0.00,3,1,N/A,204.8970,ok
6,535295,ompgpu2,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.139,171,9.281606e-09,58.839753,50.374468,8.465285,85.6,721.46,58.830761,0.02,3,2,0.000000,203.0500,ok
6,535295,ompgpu2halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.156,171,9.281606e-09,37.438645,28.920346,8.518299,77.2,1256.67,37.437792,0.00,3,2,0.000000,191.5100,ok
6,535295,ompgpu4,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.635,171,9.283165e-09,55.111805,50.859130,4.252675,92.3,714.59,55.106014,0.01,3,4,0.000000,199.5900,ok
6,535295,ompgpu4halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.683,171,9.283165e-09,19.298116,14.998311,4.299805,77.7,2423.15,19.293265,0.03,3,4,0.000000,182.9200,ok
6,535295,ompgpu1,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,50.498,169,9.800891e-09,91.481396,70.533226,20.948170,77.1,644.20,91.475552,0.01,3,1,N/A,255.6950,ok
6,535295,ompgpu2,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.933,169,9.810724e-09,73.557797,62.905999,10.651799,85.5,722.31,73.556636,0.00,3,2,0.000000,253.6360,ok
6,535295,ompgpu2halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.952,169,9.810724e-09,46.698201,36.097651,10.600549,77.3,1258.74,46.693554,0.01,3,2,0.000000,240.0460,ok
6,535295,ompgpu4,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.802,169,9.802851e-09,68.766964,63.419424,5.347540,92.2,716.46,68.766143,0.00,3,4,0.000000,250.0340,ok
6,535295,ompgpu4halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.858,169,9.802851e-09,24.000958,18.643928,5.357030,77.7,2437.13,23.996811,0.02,3,4,0.000000,229.1830,ok
