rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
2,45573435,ompgpu1,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.037,167,9.465968e-09,5.271682,3.524230,1.747451,66.9,1285.75,5.268935,0.05,3,1,N/A,25.6050,ok
2,45573435,ompgpu2,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.881,167,9.441634e-09,3.590788,2.545126,1.045662,70.9,1780.37,3.586925,0.11,3,2,0.000000,25.9710,ok
2,45573435,ompgpu2halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,5.885,167,9.441634e-09,3.001076,1.947075,1.054001,64.9,2327.22,3.000379,0.02,3,2,0.000000,25.8330,ok
2,45573435,ompgpu4,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.568,167,9.466829e-09,3.183950,2.463250,0.720701,77.4,1839.55,3.176832,0.22,3,4,0.000000,27.7650,ok
2,45573435,ompgpu4halo,5,gpu,omp,natural,21086369,335433721,15.91,41059.2,7.580,167,9.466829e-09,1.906193,1.140311,0.765883,59.8,3973.72,1.857437,2.62,3,4,0.000000,27.2830,ok
2,45573435,ompgpu1,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,10.084,168,9.109153e-09,10.349427,7.121990,3.227437,68.8,1273.76,10.346910,0.02,3,1,N/A,50.3370,ok
2,45573435,ompgpu2,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.771,168,9.111817e-09,6.738949,4.935615,1.803335,73.2,1838.01,6.737357,0.02,3,2,0.000000,50.4410,ok
2,45573435,ompgpu2halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,11.777,168,9.111817e-09,5.485992,3.677749,1.808243,67.0,2466.65,5.482763,0.06,3,2,0.000000,50.1610,ok
2,45573435,ompgpu4,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.145,168,9.221060e-09,5.797431,4.637607,1.159824,80.0,1956.12,5.786542,0.19,3,4,0.000000,52.0580,ok
2,45573435,ompgpu4halo,10,gpu,omp,natural,42172739,671630069,15.93,65176.9,15.164,168,9.221060e-09,3.086642,1.986536,1.100106,64.4,4566.60,3.080261,0.21,3,4,0.000000,51.1670,ok
2,45573435,ompgpu1,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,20.183,169,9.113259e-09,21.473323,15.216772,6.256551,70.9,1193.35,21.469845,0.02,3,1,N/A,101.0640,ok
