rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
2,45573435,ompgpu2,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.557,169,9.109788e-09,13.363426,10.013689,3.349737,74.9,1813.41,13.361133,0.02,3,2,0.000000,99.8570,ok
2,45573435,ompgpu2halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,23.567,169,9.109788e-09,10.923593,7.507637,3.415956,68.7,2418.72,10.889195,0.32,3,2,0.000000,99.4470,ok
2,45573435,ompgpu4,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.305,169,9.107206e-09,11.077707,9.169480,1.908228,82.8,1980.36,10.982503,0.87,3,4,0.000000,100.6710,ok
2,45573435,ompgpu4halo,20,gpu,omp,natural,84345479,1344549713,15.94,103467.4,30.335,169,9.107206e-09,5.746133,3.881177,1.864955,67.5,4678.71,5.742323,0.07,3,4,0.000000,98.7240,ok
2,45573435,ompgpu1,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,30.286,168,9.428082e-09,33.090882,23.737031,9.353851,71.7,1147.97,33.074735,0.05,3,1,N/A,151.2560,ok
2,45573435,ompgpu2,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.347,168,9.445175e-09,20.466528,15.541876,4.924652,75.9,1753.29,20.465857,0.00,3,2,0.000000,148.9380,ok
2,45573435,ompgpu2halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.360,168,9.445175e-09,16.693074,11.748374,4.944700,70.4,2319.42,16.674327,0.11,3,2,0.000000,148.3830,ok
2,45573435,ompgpu4,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.468,168,9.443239e-09,16.135757,13.490989,2.644767,83.6,2019.83,16.090537,0.28,3,4,0.000000,148.8390,ok
2,45573435,ompgpu4halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.508,168,9.443239e-09,8.347709,5.715690,2.632020,68.5,4767.48,8.340464,0.09,3,4,0.000000,146.2060,ok
2,45573435,ompgpu1,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,40.392,171,9.281167e-09,44.617305,32.354875,12.262430,72.5,1123.27,44.613870,0.01,3,1,N/A,202.3580,ok
2,45573435,ompgpu2,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.139,171,9.281303e-09,27.431352,20.927447,6.503905,76.3,1736.63,27.428240,0.01,3,2,0.000000,198.6450,ok
2,45573435,ompgpu2halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.156,171,9.281303e-09,22.476915,15.909898,6.567017,70.8,2284.32,22.474924,0.01,3,2,0.000000,197.9530,ok
2,45573435,ompgpu4,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.635,171,9.283086e-09,21.503735,18.088173,3.415562,84.1,2009.23,21.454710,0.23,3,4,0.000000,198.5390,ok
2,45573435,ompgpu4halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.683,171,9.283086e-09,11.230343,7.767637,3.462706,69.2,4678.80,11.205357,0.22,3,4,0.000000,193.9700,ok
2,45573435,ompgpu1,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,50.498,169,9.799420e-09,56.297948,41.026588,15.271360,72.9,1107.52,56.285772,0.02,3,1,N/A,252.9950,ok
2,45573435,ompgpu2,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.933,169,9.801686e-09,34.476047,26.416026,8.060020,76.6,1720.08,34.471324,0.01,3,2,0.000000,248.4370,ok
2,45573435,ompgpu2halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.952,169,9.801686e-09,28.142941,20.055216,8.087725,71.3,2265.63,28.122027,0.07,3,2,0.000000,247.0660,ok
2,45573435,ompgpu4,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.802,169,9.799309e-09,27.063505,22.704217,4.359288,83.9,2001.28,26.891544,0.64,3,4,0.000000,246.8640,ok
2,45573435,ompgpu4halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.858,169,9.799309e-09,14.232025,9.902085,4.329940,69.6,4588.69,14.175559,0.40,3,4,0.000000,242.2520,ok
