variant,gpus,N,samples,failed,min_sec,median_sec,max_sec,rel_spread_pct,steps,machine,approach,t_per_step,t_1gpu,speedup,efficiency,t_ref,gain,baseline_eff,baseline_ok
2-omp,2,1024,5,0,18.0477,18.2244,18.309,1.4,501,H100,02,0.03637604790419161,0.06921017964071857,1.9026305392770138,0.9513152696385069,0.045148845858178355,1.241169628352503,0.4957056496027511,False
2-omp,2,1152,5,0,26.1369,26.3412,26.4161,1.1,500,H100,02,0.052682400000000004,0.0993308,1.8854645953866944,0.9427322976933472,0.06523390365963308,1.23824851676524,0.4952497784094993,False
2-omp,2,1280,5,0,33.5544,33.9239,34.0388,1.4,500,H100,02,0.0678478,0.127418,1.8779975179740538,0.9389987589870269,0.08411355147943757,1.239738819526021,0.5053751111959297,False
2-omp-stream,2,512,5,0,1.8678,1.9295,1.9396,3.7,501,H100,02,0.0038512974051896206,0.007321556886227544,1.901062451412283,0.9505312257061415,0.004756188513970536,1.2349574736974547,0.45954372433136337,False
2-omp-stream,2,640,5,0,2.7194,2.7523,2.7541,1.3,500,H100,02,0.0055046,0.0122884,2.2323874577625986,1.1161937288812993,0.00687852988292608,1.2495966796726519,0.5311593702527275,False
2-omp-stream,2,768,5,0,6.6156,6.7156,6.7396,1.8,501,H100,02,0.01340439121756487,0.02739201596806387,2.043510631961403,1.0217553159807016,0.016983863455133832,1.267037284981543,0.49180946493775335,False
2-omp-stream,2,896,5,0,10.1412,10.1926,10.2349,0.9,501,H100,02,0.020344510978043913,0.04311716566866268,2.1193512940760946,1.0596756470380473,0.025983375014294156,1.2771688168044828,0.5032240493128236,False
2-omp-stream,2,1024,5,0,16.7285,16.7496,16.8496,0.7,501,H100,02,0.03343233532934132,0.06921017964071857,2.0701568992692363,1.0350784496346181,0.042606766021246634,1.2744178832118118,0.4956219893131344,False
2-omp-stream,2,1152,5,0,24.3509,24.4043,24.57,0.9,500,H100,02,0.0488086,0.0993308,2.0351085669328763,1.0175542834664382,0.0619306279141664,1.2688466359241282,0.4948398189648123,False
2-omp-stream,2,1280,5,0,31.4139,31.4918,31.8667,1.4,500,H100,02,0.0629836,0.127418,2.0230345677287422,1.0115172838643711,0.08018717486257829,1.2731437209460603,0.5048141668562715,False
2-omp-stream-omp,2,512,5,0,1.859,1.8924,1.9149,3.0,501,H100,02,0.003777245508982036,0.007321556886227544,1.938332276474318,0.969166138237159,0.003607192000491046,0.9549794928376738,0.969166138237159,True
2-omp-stream-omp,2,640,5,0,2.69,2.7189,2.7371,1.7,500,H100,02,0.0054378000000000004,0.0122884,2.259810952958917,1.1299054764794585,0.005239441347198024,0.9635222603255036,1.1299054764794585,True
2-omp-stream-omp,2,768,5,0,6.6992,6.8301,6.8681,2.5,501,H100,02,0.013632934131736527,0.02739201596806387,2.00925315881173,1.004626579405865,0.013439001182894273,0.9857746727910325,1.0022925028564733,True
2-omp-stream-omp,2,896,5,0,10.3156,10.3378,10.4296,1.1,501,H100,02,0.020634331337325347,0.04311716566866268,2.089583857300393,1.0447919286501965,0.020430751527488255,0.9901339274576425,1.0447919286501965,True
2-omp-stream-omp,2,1024,5,0,16.845,16.9756,17.1124,1.6,501,H100,02,0.033883433133732536,0.06921017964071857,2.0425964325266857,1.0212982162633428,0.033581063188500425,0.9910761715308273,1.0212982162633428,True
2-omp-stream-omp,2,1152,5,0,24.5858,24.7372,24.8503,1.1,500,H100,02,0.0494744,0.0993308,2.007721164885274,1.003860582442637,0.04906912757255744,0.9918084417912585,1.003860582442637,True
2-omp-stream-omp,2,1280,5,0,31.6973,31.7812,32.1144,1.3,500,H100,02,0.06356239999999999,0.127418,2.004612789951292,1.002306394975646,0.06335623171467701,0.9967564427189191,1.002306394975646,True
2-omp-stream-omp-p2p,2,512,5,0,1.6752,1.7498,1.7554,4.6,501,H100,02,0.0034926147704590817,0.007321556886227544,2.0962967196251,1.04814835981255,0.0034854897509119065,0.9979599755439852,0.9942307692307693,True
2-omp-stream-omp-p2p,2,640,5,0,2.6021,2.605,2.6144,0.5,500,H100,02,0.00521,0.0122884,2.3586180422264875,1.1793090211132438,0.005180025851582594,0.9942468045264096,1.1734487624423173,True
2-omp-stream-omp-p2p,2,768,5,0,6.6059,6.6725,6.6915,1.3,501,H100,02,0.013318363273453095,0.02739201596806387,2.056710378418883,1.0283551892094416,0.013307989769500395,0.9992211127043383,1.0178890211246652,True
2-omp-stream-omp-p2p,2,896,5,0,10.0628,10.1201,10.1586,0.9,501,H100,02,0.0201998003992016,0.04311716566866268,2.1345342437327695,1.0672671218663847,0.020268274562563856,1.0033898435632544,1.0538947553163482,True
2-omp-stream-omp-p2p,2,1024,5,0,16.5186,16.686,16.6997,1.1,501,H100,02,0.03330538922155689,0.06921017964071857,2.078047464940669,1.0390237324703344,0.03331873834087793,1.0004008095876689,1.0288331296542674,True
2-omp-stream-omp-p2p,2,1152,5,0,24.2359,24.3419,24.3483,0.5,500,H100,02,0.0486838,0.0993308,2.04032552923149,1.020162764615745,0.04867002343854813,0.9997170195947754,1.0169524527868758,True
2-omp-stream-omp-p2p,2,1280,5,0,31.3527,31.4638,31.5836,0.7,500,H100,02,0.0629276,0.127418,2.0248348896191817,1.0124174448095908,0.0630509747190604,1.0019605819872426,1.0124174448095908,True
4-omp,4,512,5,0,2.6242,2.7148,2.7855,5.9,501,H100,02,0.0054187624750499,0.007321556886227544,1.3511492559304552,0.3377873139826138,0.006716225905442724,1.2394390668287922,0.18032053927637914,False
4-omp,4,640,5,0,3.4847,3.5189,3.5241,1.1,500,H100,02,0.0070377999999999994,0.0122884,1.7460570064508796,0.4365142516127199,0.008677486894686021,1.2329828774170937,0.2320017493063096,False
4-omp,4,768,5,0,6.0439,6.2823,6.3276,4.5,501,H100,02,0.012539520958083833,0.02739201596806387,2.1844547379144577,0.5461136844786144,0.01679461993417305,1.3393350503829327,0.22739282153539384,False
4-omp,4,896,5,0,8.4448,8.6871,8.7038,3.0,501,H100,02,0.01733952095808383,0.04311716566866268,2.4866411115331934,0.6216602778832984,0.02343433105916623,1.3514981824362884,0.24761521861641445,False
4-omp,4,1024,5,0,12.7815,12.9168,13.4757,5.4,501,H100,02,0.025782035928143713,0.06921017964071857,2.684434225195095,0.6711085562987738,0.03685106684324239,1.4293311414951408,0.23729070057274024,False
4-omp,4,1152,5,0,18.0236,18.2802,18.3073,1.6,500,H100,02,0.0365604,0.0993308,2.7168958764127304,0.6792239691031826,0.05156228117270544,1.4103314288876885,0.23743405739399415,False
4-omp,4,1280,5,0,22.0054,22.4503,22.6329,2.8,500,H100,02,0.0449006,0.127418,2.837779450608678,0.7094448626521696,0.06405041781978771,1.4264935840453739,0.25275485274353776,False
4-omp-stream,4,512,5,0,1.3418,1.3496,1.3577,1.2,501,H100,02,0.002693812375249501,0.007321556886227544,2.717916419679905,0.6794791049199762,0.004086564537712396,1.5170189933268454,0.1804340130970876,False
4-omp-stream,4,640,5,0,1.6374,1.649,1.6563,1.1,500,H100,02,0.003298,0.0122884,3.7260157671315945,0.9315039417828986,0.005080473231360284,1.5404709616010561,0.23470586440471103,False
4-omp-stream,4,768,5,0,3.6371,3.6552,3.6792,1.2,501,H100,02,0.0072958083832335326,0.02739201596806387,3.754486758590501,0.9386216896476253,0.01143754526736877,1.5676871796212941,0.22772278875339477,False
4-omp-stream,4,896,5,0,5.2399,5.276,5.3394,1.9,501,H100,02,0.010530938123752494,0.04311716566866268,4.094332827899925,1.0235832069749813,0.01635587315058926,1.5531259379160764,0.2476606070048896,False
4-omp-stream,4,1024,5,0,8.5796,8.6243,8.698,1.4,501,H100,02,0.017214171656686626,0.06921017964071857,4.020534999942025,1.0051337499855062,0.027244450185249337,1.5826756424069106,0.23693894630896345,False
4-omp-stream,4,1152,5,0,12.3404,12.3926,12.464,1.0,500,H100,02,0.0247852,0.0993308,4.007665865113051,1.0019164662782627,0.039355387199349126,1.587858367063777,0.23677371387776996,False
4-omp-stream,4,1280,5,0,15.2964,15.3478,15.4327,0.9,500,H100,02,0.0306956,0.127418,4.151018387000091,1.0377545967500228,0.04889357870096748,1.5928530050224619,0.2521907457982226,False
4-omp-stream-omp,4,512,5,0,1.3517,1.364,1.3719,1.5,501,H100,02,0.002722554890219561,0.007321556886227544,2.689222873900293,0.6723057184750733,0.0024912463352778614,0.9150398929429681,0.6723057184750733,True
4-omp-stream-omp,4,640,5,0,1.6172,1.6361,1.6529,2.2,500,H100,02,0.0032722000000000003,0.0122884,3.755393924576737,0.9388484811441843,0.0031036289528384056,0.9484838802146585,0.9388484811441843,True
4-omp-stream-omp,4,768,5,0,3.7552,3.7641,3.8424,2.3,501,H100,02,0.007513173652694611,0.02739201596806387,3.645864881379347,0.9114662203448367,0.0072233713944072015,0.9614274510767535,0.9114662203448367,True
4-omp-stream-omp,4,896,5,0,5.3737,5.4586,5.5856,3.9,501,H100,02,0.010895409181636726,0.04311716566866268,3.957370021617265,0.9893425054043162,0.010331839733035555,0.9482745953634288,0.9893425054043162,True
4-omp-stream-omp,4,1024,5,0,8.8944,8.9385,9.0316,1.5,501,H100,02,0.01784131736526946,0.06921017964071857,3.87920792079208,0.96980198019802,0.017203091198538085,0.9642276322053568,0.96980198019802,True
4-omp-stream-omp,4,1152,5,0,12.7938,12.8661,12.9578,1.3,500,H100,02,0.0257322,0.0993308,3.8601751890627307,0.9650437972656827,0.024896575072765808,0.9675260985366897,0.9650437972656827,True
4-omp-stream-omp,4,1280,5,0,15.6577,15.983,16.1473,3.1,500,H100,02,0.031966,0.127418,3.9860476756553838,0.9965119189138459,0.031107235451535053,0.9731350638658278,0.9965119189138459,True
4-omp-stream-omp-p2p,4,512,5,0,0.9542,0.9629,0.9804,2.7,501,H100,02,0.0019219560878243514,0.007321556886227544,3.8094298473361716,0.9523574618340429,0.0019012703757640655,0.9892371567741165,0.9306555615260613,True
4-omp-stream-omp-p2p,4,640,5,0,1.2341,1.2386,1.248,1.1,500,H100,02,0.0024771999999999997,0.0122884,4.960600678185048,1.240150169546262,0.0023883939013886204,0.964150614156556,1.240150169546262,True
4-omp-stream-omp-p2p,4,768,5,0,3.2965,3.3403,3.3736,2.3,501,H100,02,0.0066672654690618765,0.02739201596806387,4.108433374247822,1.0271083435619555,0.006405331255564853,0.9607133967122687,1.0271083435619555,True
4-omp-stream-omp-p2p,4,896,5,0,4.756,4.8593,4.9863,4.7,501,H100,02,0.009699201596806388,0.04311716566866268,4.4454345276068565,1.1113586319017141,0.009406697384530548,0.9698424443129265,1.1113586319017141,True
4-omp-stream-omp-p2p,4,1024,5,0,8.2245,8.2925,8.3678,1.7,501,H100,02,0.01655189620758483,0.06921017964071857,4.181404883931264,1.045351220982816,0.016261120627898373,0.9824324913568989,1.045351220982816,True
