variant,gpus,N,samples,failed,min_sec,median_sec,max_sec,rel_spread_pct,steps,machine,approach,t_per_step,t_1gpu,speedup,efficiency,t_ref,gain,baseline_eff,baseline_ok
2-omp-stream,2,1024,5,0,34.6033,34.9588,34.9924,1.1,501,H100,01,0.06977804391217564,0.06916706586826347,0.9912439786262688,0.4956219893131344,0.042606766021246634,0.6106041905512937,0.4956219893131344,False
2-omp-stream,2,1152,5,0,49.8033,50.1339,50.5345,1.5,500,H100,01,0.10026779999999999,0.099233,0.9896796379296245,0.4948398189648123,0.0619306279141664,0.6176522065325698,0.4948398189648123,False
2-omp-stream,2,1280,5,0,63.1387,65.0476,65.2262,3.2,500,H100,01,0.1300952,0.13134780000000001,1.009628333712543,0.5048141668562715,0.08018717486257829,0.616373047295967,0.5048141668562715,False
2-omp-stream-omp,2,512,5,0,1.6966,1.7889,1.8045,6.0,501,H100,01,0.0035706586826347304,0.007325548902195609,2.051595952820169,1.0257979764100844,0.003607192000491046,1.0102315346000414,0.969166138237159,True
2-omp-stream-omp,2,640,5,0,2.5977,2.6425,2.6618,2.4,500,H100,01,0.005285,0.0123076,2.328779564806055,1.1643897824030276,0.005239441347198024,0.9913796305010453,1.1299054764794585,True
2-omp-stream-omp,2,768,5,0,6.6049,6.8266,6.8779,4.0,501,H100,01,0.013625948103792414,0.02731437125748503,2.0045850057129466,1.0022925028564733,0.013439001182894273,0.9862800797805689,1.0022925028564733,True
2-omp-stream-omp,2,896,5,0,10.2979,10.3298,10.4069,1.1,501,H100,01,0.020618363273453094,0.043149101796407185,2.092751069720614,1.046375534860307,0.020430751527488255,0.9909007449584325,1.0447919286501965,True
2-omp-stream-omp,2,1024,5,0,16.85,16.9106,16.9503,0.6,501,H100,01,0.03375369261477046,0.06916706586826347,2.0491703428618737,1.0245851714309369,0.033581063188500425,0.9948856136055914,1.0212982162633428,True
2-omp-stream-omp,2,1152,5,0,24.4708,24.6481,24.6746,0.8,500,H100,01,0.0492962,0.099233,2.012994916443864,1.006497458221932,0.04906912757255744,0.99539371336041,1.003860582442637,True
2-omp-stream-omp,2,1280,5,0,30.5894,31.8793,32.0304,4.5,500,H100,01,0.0637586,0.13134780000000001,2.0600797382627603,1.0300398691313801,0.06335623171467701,0.9936891919627628,1.002306394975646,True
2-omp-stream-omp-p2p,2,512,5,0,1.6529,1.7469,1.7519,5.7,501,H100,01,0.003486826347305389,0.007325548902195609,2.1009216326063314,1.0504608163031657,0.0034854897509119065,0.9996166725095113,0.9942307692307693,True
2-omp-stream-omp-p2p,2,640,5,0,2.5984,2.6221,2.6258,1.0,500,H100,01,0.0052442,0.0123076,2.3468975248846347,1.1734487624423173,0.005180025851582594,0.9877628335270573,1.1734487624423173,True
2-omp-stream-omp-p2p,2,768,5,0,6.5392,6.722,6.7624,3.3,501,H100,01,0.013417165668662676,0.02731437125748503,2.0357780422493303,1.0178890211246652,0.013307989769500395,0.9918629685390803,1.0178890211246652,True
2-omp-stream-omp-p2p,2,896,5,0,10.2076,10.2561,10.2712,0.6,501,H100,01,0.02047125748502994,0.043149101796407185,2.1077895106326965,1.0538947553163482,0.020268274562563856,0.9900844917507134,1.0538947553163482,True
2-omp-stream-omp-p2p,2,1024,5,0,16.7537,16.7814,16.7987,0.3,501,H100,01,0.03349580838323354,0.06916706586826347,2.0649469055025205,1.0324734527512602,0.03331873834087793,0.9947136656524391,1.0288331296542674,True
2-omp-stream-omp-p2p,2,1152,5,0,24.3492,24.3947,24.445,0.4,500,H100,01,0.048789400000000004,0.099233,2.0339049055737517,1.0169524527868758,0.04867002343854813,0.9975532275155694,1.0169524527868758,True
2-omp-stream-omp-p2p,2,1280,5,0,30.4766,31.6754,31.6925,3.8,500,H100,01,0.0633508,0.13134780000000001,2.073340826003776,1.036670413001888,0.0630509747190604,0.9952672218671336,1.0124174448095908,True
4-omp,4,512,5,0,4.9888,5.0883,5.132,2.8,501,H100,01,0.010156287425149702,0.007325548902195609,0.7212821571055166,0.18032053927637914,0.006716225905442724,0.6612874985018188,0.18032053927637914,False
4-omp,4,640,5,0,6.457,6.6312,6.7223,4.0,500,H100,01,0.013262399999999999,0.0123076,0.9280069972252384,0.2320017493063096,0.008677486894686021,0.6542923524163065,0.2320017493063096,False
4-omp,4,768,5,0,14.744,15.045,15.1428,2.7,501,H100,01,0.030029940119760477,0.02731437125748503,0.9095712861415753,0.22739282153539384,0.01679461993417305,0.5592625182466401,0.22739282153539384,False
